Reference Station Name,Relationship Type,Related Station Name,Value (km/m)
S62,Within 50km,S61,17.79 km
S62,Within 50km,S63,21.38 km
S62,Within 50km,S65,31.97 km
S62,Within 50km,S66,18.87 km
S62,Within 50km,S69,20.67 km
S63,Within +/- 100m Elevation,S1,58.00 m
S63,Within +/- 100m Elevation,S122,95.00 m
S63,Within +/- 100m Elevation,S124,1.00 m
S63,Within +/- 100m Elevation,S137,31.00 m
S63,Within +/- 100m Elevation,S138,65.00 m
S63,Within +/- 100m Elevation,S14,93.00 m
S63,Within +/- 100m Elevation,S166,95.00 m
S63,Within +/- 100m Elevation,S177,35.00 m
S63,Within +/- 100m Elevation,S237,25.00 m
S63,Within +/- 100m Elevation,S43,5.00 m
S63,Within +/- 100m Elevation,S61,40.00 m
S63,Within +/- 100m Elevation,S62,42.00 m
S63,Within +/- 100m Elevation,S69,62.00 m
S63,Within +/- 100m Elevation,S84,52.00 m
S63,Within +/- 100m Elevation,S94,6.00 m
S63,Within 100km,S107,63.46 km
S63,Within 100km,S108,77.12 km
S63,Within 100km,S109,63.01 km
S63,Within 100km,S110,76.50 km
S63,Within 100km,S111,51.04 km
S63,Within 100km,S112,72.98 km
S63,Within 100km,S114,99.94 km
S63,Within 100km,S116,65.44 km
S63,Within 100km,S41,77.84 km
S63,Within 100km,S44,40.14 km
S63,Within 100km,S46,89.53 km
S63,Within 100km,S49,85.46 km
S63,Within 100km,S50,83.61 km
S63,Within 100km,S51,59.14 km
S63,Within 100km,S53,86.08 km
S63,Within 100km,S56,51.58 km
S63,Within 100km,S57,81.80 km
S63,Within 100km,S58,63.69 km
S63,Within 100km,S59,31.30 km
S63,Within 100km,S60,35.05 km
S63,Within 100km,S61,39.16 km
S63,Within 100km,S62,21.38 km
S63,Within 100km,S64,39.85 km
S63,Within 100km,S65,50.92 km
S63,Within 100km,S66,36.27 km
S63,Within 100km,S67,72.90 km
S63,Within 100km,S68,63.32 km
S63,Within 100km,S69,2.11 km
S63,Within 100km,S81,69.07 km
S63,Within 100km,S85,95.66 km
S63,Within 100km,S92,92.96 km
S63,Within 100km,S95,71.14 km
S63,Within 100km,S96,92.03 km
S63,Within 100km,S98,93.43 km
S63,Within 50km,S44,40.14 km
S63,Within 50km,S59,31.30 km
S63,Within 50km,S60,35.05 km
S63,Within 50km,S61,39.16 km
S63,Within 50km,S62,21.38 km
S63,Within 50km,S64,39.85 km
S63,Within 50km,S66,36.27 km
S63,Within 50km,S69,2.11 km
S64,Within +/- 100m Elevation,S100,20.00 m
S64,Within +/- 100m Elevation,S101,37.00 m
S64,Within +/- 100m Elevation,S102,92.00 m
S64,Within +/- 100m Elevation,S103,17.00 m
S64,Within +/- 100m Elevation,S104,88.00 m
S64,Within +/- 100m Elevation,S105,88.00 m
S64,Within +/- 100m Elevation,S106,33.00 m
S64,Within +/- 100m Elevation,S108,94.00 m
S64,Within +/- 100m Elevation,S109,10.00 m
S64,Within +/- 100m Elevation,S111,52.00 m
S64,Within +/- 100m Elevation,S115,90.00 m
S64,Within +/- 100m Elevation,S145,11.00 m
S64,Within +/- 100m Elevation,S146,23.00 m
S64,Within +/- 100m Elevation,S15,51.00 m
S64,Within +/- 100m Elevation,S150,63.00 m
S64,Within +/- 100m Elevation,S151,44.00 m
S64,Within +/- 100m Elevation,S153,48.00 m
S64,Within +/- 100m Elevation,S157,72.00 m
S64,Within +/- 100m Elevation,S158,100.00 m
S64,Within +/- 100m Elevation,S16,41.00 m
S64,Within +/- 100m Elevation,S160,86.00 m
S64,Within +/- 100m Elevation,S162,16.00 m
S64,Within +/- 100m Elevation,S17,16.00 m
S64,Within +/- 100m Elevation,S173,11.00 m
S64,Within +/- 100m Elevation,S174,71.00 m
S64,Within +/- 100m Elevation,S176,73.00 m
S64,Within +/- 100m Elevation,S178,30.00 m
S64,Within +/- 100m Elevation,S180,0.00 m
S64,Within +/- 100m Elevation,S182,61.00 m
S64,Within +/- 100m Elevation,S195,90.00 m
S64,Within +/- 100m Elevation,S20,52.00 m
S64,Within +/- 100m Elevation,S202,21.00 m
S64,Within +/- 100m Elevation,S209,86.00 m
S64,Within +/- 100m Elevation,S210,54.00 m
S64,Within +/- 100m Elevation,S214,95.00 m
S64,Within +/- 100m Elevation,S217,80.00 m
S64,Within +/- 100m Elevation,S219,32.00 m
S64,Within +/- 100m Elevation,S22,80.00 m
S64,Within +/- 100m Elevation,S222,56.00 m
S64,Within +/- 100m Elevation,S229,81.00 m
S64,Within +/- 100m Elevation,S230,78.00 m
S64,Within +/- 100m Elevation,S234,32.00 m
S64,Within +/- 100m Elevation,S238,93.00 m
S64,Within +/- 100m Elevation,S40,43.00 m
S64,Within +/- 100m Elevation,S44,0.00 m
S64,Within +/- 100m Elevation,S45,74.00 m
S64,Within +/- 100m Elevation,S46,71.00 m
S64,Within +/- 100m Elevation,S48,67.00 m
S64,Within +/- 100m Elevation,S49,39.00 m
S64,Within +/- 100m Elevation,S5,3.00 m
S64,Within +/- 100m Elevation,S51,50.00 m
S64,Within +/- 100m Elevation,S52,34.00 m
S64,Within +/- 100m Elevation,S53,59.00 m
S64,Within +/- 100m Elevation,S54,55.00 m
S64,Within +/- 100m Elevation,S56,39.00 m
S64,Within +/- 100m Elevation,S57,35.00 m
S64,Within +/- 100m Elevation,S6,36.00 m
S64,Within 100km,S100,92.67 km
S64,Within 100km,S102,90.61 km
S64,Within 100km,S104,93.71 km
S64,Within 100km,S107,64.73 km
S64,Within 100km,S108,55.07 km
S64,Within 100km,S109,52.00 km
S64,Within 100km,S110,90.26 km
S64,Within 100km,S111,26.32 km
S64,Within 100km,S112,81.79 km
S64,Within 100km,S114,78.02 km
S64,Within 100km,S116,64.14 km
S64,Within 100km,S44,55.01 km
S64,Within 100km,S51,71.48 km
S64,Within 100km,S53,97.29 km
S64,Within 100km,S56,65.83 km
S64,Within 100km,S57,95.66 km
S64,Within 100km,S59,69.07 km
S64,Within 100km,S60,55.88 km
S64,Within 100km,S61,68.11 km
S64,Within 100km,S62,53.52 km
S64,Within 100km,S63,39.85 km
S64,Within 100km,S65,85.41 km
S64,Within 100km,S66,72.15 km
S64,Within 100km,S69,38.56 km
S64,Within 100km,S81,95.70 km
S64,Within 100km,S95,91.31 km
S64,Within 100km,S98,94.34 km
S64,Within 50km,S111,26.32 km
S64,Within 50km,S63,39.85 km
S64,Within 50km,S69,38.56 km
S65,Within +/- 100m Elevation,S112,10.00 m
S65,Within +/- 100m Elevation,S116,61.00 m
S65,Within +/- 100m Elevation,S12,41.00 m
S65,Within +/- 100m Elevation,S127,60.00 m
S65,Within +/- 100m Elevation,S139,34.00 m
S65,Within +/- 100m Elevation,S154,22.00 m
S65,Within +/- 100m Elevation,S170,21.00 m
S65,Within +/- 100m Elevation,S190,28.00 m
S65,Within +/- 100m Elevation,S198,55.00 m
S65,Within +/- 100m Elevation,S200,57.00 m
S65,Within +/- 100m Elevation,S203,63.00 m
S65,Within +/- 100m Elevation,S207,100.00 m
S65,Within +/- 100m Elevation,S213,32.00 m
S65,Within +/- 100m Elevation,S220,38.00 m
S65,Within +/- 100m Elevation,S227,33.00 m
S65,Within +/- 100m Elevation,S231,97.00 m
S65,Within +/- 100m Elevation,S235,13.00 m
S65,Within +/- 100m Elevation,S58,11.00 m
S65,Within +/- 100m Elevation,S79,85.00 m
S65,Within +/- 100m Elevation,S91,7.00 m
S65,Within 100km,S14,92.89 km
S65,Within 100km,S27,99.31 km
S65,Within 100km,S28,96.14 km
S65,Within 100km,S29,99.15 km
S65,Within 100km,S32,93.77 km
S65,Within 100km,S34,98.36 km
S65,Within 100km,S36,96.98 km
S65,Within 100km,S39,66.06 km
S65,Within 100km,S40,90.81 km
S65,Within 100km,S41,35.65 km
S65,Within 100km,S43,54.59 km
S65,Within 100km,S44,41.92 km
S65,Within 100km,S45,80.27 km
S65,Within 100km,S46,61.76 km
S65,Within 100km,S47,70.49 km
S65,Within 100km,S49,50.81 km
S65,Within 100km,S50,41.52 km
S65,Within 100km,S51,46.97 km
S65,Within 100km,S52,78.81 km
S65,Within 100km,S53,62.75 km
S65,Within 100km,S54,78.87 km
S65,Within 100km,S55,65.58 km
S65,Within 100km,S56,42.46 km
S65,Within 100km,S57,56.00 km
S65,Within 100km,S58,53.33 km
S65,Within 100km,S59,48.70 km
S65,Within 100km,S60,76.11 km
S65,Within 100km,S61,20.10 km
S65,Within 100km,S62,31.97 km
S65,Within 100km,S63,50.92 km
S65,Within 100km,S64,85.41 km
S65,Within 100km,S66,14.78 km
S65,Within 100km,S67,30.96 km
S65,Within 100km,S68,40.84 km
S65,Within 100km,S69,50.92 km
S65,Within 100km,S81,92.19 km
S65,Within 50km,S41,35.65 km
S65,Within 50km,S44,41.92 km
S65,Within 50km,S50,41.52 km
S65,Within 50km,S51,46.97 km
S65,Within 50km,S56,42.46 km
S65,Within 50km,S59,48.70 km
S65,Within 50km,S61,20.10 km
S65,Within 50km,S62,31.97 km
S65,Within 50km,S66,14.78 km
S65,Within 50km,S67,30.96 km
S65,Within 50km,S68,40.84 km
S66,Within +/- 100m Elevation,S118,57.00 m
S66,Within +/- 100m Elevation,S119,68.00 m
S66,Within +/- 100m Elevation,S120,24.00 m
S66,Within +/- 100m Elevation,S122,75.00 m
S66,Within +/- 100m Elevation,S123,96.00 m
S66,Within +/- 100m Elevation,S126,36.00 m
S66,Within +/- 100m Elevation,S132,97.00 m
S66,Within +/- 100m Elevation,S144,68.00 m
S66,Within +/- 100m Elevation,S165,71.00 m
S66,Within +/- 100m Elevation,S167,14.00 m
S66,Within +/- 100m Elevation,S25,94.00 m
S66,Within +/- 100m Elevation,S38,58.00 m
S66,Within +/- 100m Elevation,S60,60.00 m
S66,Within +/- 100m Elevation,S67,32.00 m
S66,Within +/- 100m Elevation,S7,50.00 m
S66,Within +/- 100m Elevation,S72,69.00 m
S66,Within +/- 100m Elevation,S76,60.00 m
S66,Within +/- 100m Elevation,S80,5.00 m
S66,Within 100km,S107,95.12 km
S66,Within 100km,S109,98.13 km
S66,Within 100km,S110,99.95 km
S66,Within 100km,S111,87.17 km
S66,Within 100km,S116,97.86 km
S66,Within 100km,S36,95.73 km
S66,Within 100km,S39,80.64 km
S66,Within 100km,S41,45.03 km
S66,Within 100km,S43,68.97 km
S66,Within 100km,S44,35.96 km
S66,Within 100km,S45,89.89 km
S66,Within 100km,S46,68.52 km
S66,Within 100km,S47,85.27 km
S66,Within 100km,S49,59.74 km
S66,Within 100km,S50,53.11 km
S66,Within 100km,S51,46.91 km
S66,Within 100km,S52,91.16 km
S66,Within 100km,S53,67.95 km
S66,Within 100km,S54,90.19 km
S66,Within 100km,S55,73.90 km
S66,Within 100km,S56,40.63 km
S66,Within 100km,S57,61.78 km
S66,Within 100km,S58,49.92 km
S66,Within 100km,S59,36.66 km
S66,Within 100km,S60,62.05 km
S66,Within 100km,S61,15.74 km
S66,Within 100km,S62,18.87 km
S66,Within 100km,S63,36.27 km
S66,Within 100km,S64,72.15 km
S66,Within 100km,S65,14.78 km
S66,Within 100km,S67,39.99 km
S66,Within 100km,S68,40.96 km
S66,Within 100km,S69,36.39 km
S66,Within 100km,S81,81.65 km
S66,Within 100km,S95,90.17 km
S66,Within 50km,S41,45.03 km
S66,Within 50km,S44,35.96 km
S66,Within 50km,S51,46.91 km
S66,Within 50km,S56,40.63 km
S66,Within 50km,S58,49.92 km
S66,Within 50km,S59,36.66 km
S66,Within 50km,S61,15.74 km
S66,Within 50km,S62,18.87 km
S66,Within 50km,S63,36.27 km
S66,Within 50km,S65,14.78 km
S66,Within 50km,S67,39.99 km
S66,Within 50km,S68,40.96 km
S66,Within 50km,S69,36.39 km
S67,Within +/- 100m Elevation,S1,80.00 m
S67,Within +/- 100m Elevation,S118,25.00 m
S67,Within +/- 100m Elevation,S119,36.00 m
S67,Within +/- 100m Elevation,S120,8.00 m
S67,Within +/- 100m Elevation,S122,43.00 m
S67,Within +/- 100m Elevation,S126,4.00 m
S67,Within +/- 100m Elevation,S144,36.00 m
S67,Within +/- 100m Elevation,S167,46.00 m
S67,Within +/- 100m Elevation,S38,90.00 m
S67,Within +/- 100m Elevation,S60,28.00 m
S67,Within +/- 100m Elevation,S66,32.00 m
S67,Within +/- 100m Elevation,S7,82.00 m
S67,Within +/- 100m Elevation,S76,28.00 m
S67,Within +/- 100m Elevation,S80,37.00 m
S67,Within 100km,S14,81.59 km
S67,Within 100km,S26,84.85 km
S67,Within 100km,S27,69.08 km
S67,Within 100km,S28,65.20 km
S67,Within 100km,S29,80.42 km
S67,Within 100km,S30,99.81 km
S67,Within 100km,S31,99.32 km
S67,Within 100km,S32,67.42 km
S67,Within 100km,S33,86.45 km
S67,Within 100km,S34,67.83 km
S67,Within 100km,S36,74.52 km
S67,Within 100km,S38,98.42 km
S67,Within 100km,S39,53.03 km
S67,Within 100km,S40,86.93 km
S67,Within 100km,S41,5.05 km
S67,Within 100km,S43,56.62 km
S67,Within 100km,S44,72.78 km
S67,Within 100km,S45,97.79 km
S67,Within 100km,S46,85.37 km
S67,Within 100km,S47,62.74 km
S67,Within 100km,S49,72.06 km
S67,Within 100km,S50,58.51 km
S67,Within 100km,S51,76.98 km
S67,Within 100km,S52,88.90 km
S67,Within 100km,S53,88.24 km
S67,Within 100km,S54,92.24 km
S67,Within 100km,S55,34.65 km
S67,Within 100km,S56,73.12 km
S67,Within 100km,S57,81.24 km
S67,Within 100km,S58,40.31 km
S67,Within 100km,S59,56.54 km
S67,Within 100km,S60,87.68 km
S67,Within 100km,S61,50.81 km
S67,Within 100km,S62,58.77 km
S67,Within 100km,S63,72.90 km
S67,Within 100km,S65,30.96 km
S67,Within 100km,S66,39.99 km
S67,Within 100km,S68,24.90 km
S67,Within 100km,S69,73.63 km
S67,Within 100km,S81,90.04 km
S67,Within 50km,S41,5.05 km
S67,Within 50km,S55,34.65 km
S67,Within 50km,S58,40.31 km
S67,Within 50km,S65,30.96 km
S67,Within 50km,S66,39.99 km
S67,Within 50km,S68,24.90 km
S68,Within +/- 100m Elevation,S110,59.00 m
S68,Within +/- 100m Elevation,S117,78.00 m
S68,Within +/- 100m Elevation,S13,24.00 m
S68,Within +/- 100m Elevation,S141,96.00 m
S68,Within +/- 100m Elevation,S172,5.00 m
S68,Within +/- 100m Elevation,S2,60.00 m
S68,Within +/- 100m Elevation,S203,82.00 m
S68,Within +/- 100m Elevation,S207,45.00 m
S68,Within +/- 100m Elevation,S21,48.00 m
S68,Within +/- 100m Elevation,S225,24.00 m
S68,Within +/- 100m Elevation,S39,18.00 m
S68,Within +/- 100m Elevation,S59,98.00 m
S68,Within +/- 100m Elevation,S9,43.00 m
S68,Within 100km,S110,93.27 km
S68,Within 100km,S112,98.25 km
S68,Within 100km,S27,77.98 km
S68,Within 100km,S28,69.30 km
S68,Within 100km,S32,84.10 km
S68,Within 100km,S34,75.45 km
S68,Within 100km,S36,56.14 km
S68,Within 100km,S39,77.45 km
S68,Within 100km,S41,27.02 km
S68,Within 100km,S43,80.81 km
S68,Within 100km,S44,76.91 km
S68,Within 100km,S47,87.59 km
S68,Within 100km,S49,90.17 km
S68,Within 100km,S50,78.39 km
S68,Within 100km,S51,86.58 km
S68,Within 100km,S55,42.53 km
S68,Within 100km,S56,80.98 km
S68,Within 100km,S57,96.70 km
S68,Within 100km,S58,15.48 km
S68,Within 100km,S59,38.50 km
S68,Within 100km,S60,68.80 km
S68,Within 100km,S61,56.11 km
S68,Within 100km,S62,56.32 km
S68,Within 100km,S63,63.32 km
S68,Within 100km,S65,40.84 km
S68,Within 100km,S66,40.96 km
S68,Within 100km,S67,24.90 km
S68,Within 100km,S69,64.67 km
S68,Within 100km,S81,65.59 km
S68,Within 100km,S85,95.30 km
S68,Within 100km,S92,82.88 km
S68,Within 100km,S93,90.12 km
S68,Within 100km,S95,79.70 km
S68,Within 50km,S41,27.02 km
S68,Within 50km,S55,42.53 km
S68,Within 50km,S58,15.48 km
S68,Within 50km,S59,38.50 km
S68,Within 50km,S65,40.84 km
S68,Within 50km,S66,40.96 km
S68,Within 50km,S67,24.90 km
S69,Within +/- 100m Elevation,S124,61.00 m
S69,Within +/- 100m Elevation,S125,46.00 m
S69,Within +/- 100m Elevation,S137,93.00 m
S69,Within +/- 100m Elevation,S138,3.00 m
S69,Within +/- 100m Elevation,S14,31.00 m
S69,Within +/- 100m Elevation,S166,33.00 m
S69,Within +/- 100m Elevation,S177,27.00 m
S69,Within +/- 100m Elevation,S237,37.00 m
S69,Within +/- 100m Elevation,S24,100.00 m
S69,Within +/- 100m Elevation,S43,57.00 m
S69,Within +/- 100m Elevation,S47,73.00 m
S69,Within +/- 100m Elevation,S61,22.00 m
S69,Within +/- 100m Elevation,S62,20.00 m
S69,Within +/- 100m Elevation,S63,62.00 m
S69,Within +/- 100m Elevation,S84,10.00 m
S69,Within +/- 100m Elevation,S94,68.00 m
S69,Within 100km,S107,64.68 km
S69,Within 100km,S108,77.30 km
S69,Within 100km,S109,63.64 km
S69,Within 100km,S110,78.29 km
S69,Within 100km,S111,50.78 km
S69,Within 100km,S112,74.58 km
S69,Within 100km,S116,66.57 km
S69,Within 100km,S41,78.60 km
S69,Within 100km,S44,38.45 km
S69,Within 100km,S46,88.11 km
S69,Within 100km,S49,84.31 km
S69,Within 100km,S50,82.79 km
S69,Within 100km,S51,57.52 km
S69,Within 100km,S53,84.54 km
S69,Within 100km,S56,49.99 km
S69,Within 100km,S57,80.36 km
S69,Within 100km,S58,65.38 km
S69,Within 100km,S59,33.25 km
S69,Within 100km,S60,36.84 km
S69,Within 100km,S61,38.42 km
S69,Within 100km,S62,20.67 km
S69,Within 100km,S63,2.11 km
S69,Within 100km,S64,38.56 km
S69,Within 100km,S65,50.92 km
S69,Within 100km,S66,36.39 km
S69,Within 100km,S67,73.63 km
S69,Within 100km,S68,64.67 km
S69,Within 100km,S81,71.16 km
S69,Within 100km,S85,97.65 km
S69,Within 100km,S92,95.04 km
S69,Within 100km,S95,73.10 km
S69,Within 100km,S96,93.85 km
S69,Within 100km,S98,94.80 km
S69,Within 50km,S44,38.45 km
S69,Within 50km,S56,49.99 km
S69,Within 50km,S59,33.25 km
S69,Within 50km,S60,36.84 km
S69,Within 50km,S61,38.42 km
S69,Within 50km,S62,20.67 km
S69,Within 50km,S63,2.11 km
S69,Within 50km,S64,38.56 km
S69,Within 50km,S66,36.39 km
S7,Within +/- 100m Elevation,S120,74.00 m
S7,Within +/- 100m Elevation,S123,46.00 m
S7,Within +/- 100m Elevation,S126,86.00 m
S7,Within +/- 100m Elevation,S132,47.00 m
S7,Within +/- 100m Elevation,S165,21.00 m
S7,Within +/- 100m Elevation,S167,36.00 m
S7,Within +/- 100m Elevation,S25,44.00 m
S7,Within +/- 100m Elevation,S26,72.00 m
S7,Within +/- 100m Elevation,S38,8.00 m
S7,Within +/- 100m Elevation,S66,50.00 m
S7,Within +/- 100m Elevation,S67,82.00 m
S7,Within +/- 100m Elevation,S72,19.00 m
S7,Within +/- 100m Elevation,S80,45.00 m
S7,Within +/- 100m Elevation,S95,63.00 m
S7,Within 100km,S1,20.77 km
S7,Within 100km,S10,72.66 km
S7,Within 100km,S11,76.89 km
S7,Within 100km,S19,77.17 km
S7,Within 100km,S2,34.43 km
S7,Within 100km,S21,82.14 km
S7,Within 100km,S24,75.06 km
S7,Within 100km,S3,42.01 km
S7,Within 100km,S4,60.59 km
S7,Within 100km,S8,38.93 km
S7,Within 100km,S9,38.54 km
S7,Within 50km,S1,20.77 km
S7,Within 50km,S2,34.43 km
S7,Within 50km,S3,42.01 km
S7,Within 50km,S8,38.93 km
S7,Within 50km,S9,38.54 km
S70,Within +/- 100m Elevation,S130,61.00 m
S70,Within +/- 100m Elevation,S186,99.00 m
S70,Within +/- 100m Elevation,S28,14.00 m
S70,Within +/- 100m Elevation,S71,86.00 m
S70,Within +/- 100m Elevation,S83,1.00 m
S70,Within 100km,S110,81.85 km
S70,Within 100km,S112,93.16 km
S70,Within 100km,S118,82.83 km
S70,Within 100km,S119,69.35 km
S70,Within 100km,S120,77.47 km
S70,Within 100km,S121,87.46 km
S70,Within 100km,S122,94.64 km
S70,Within 100km,S125,98.96 km
S70,Within 100km,S126,67.26 km
S70,Within 100km,S127,58.35 km
S70,Within 100km,S128,54.88 km
S70,Within 100km,S129,91.13 km
S70,Within 100km,S130,55.59 km
S70,Within 100km,S132,62.60 km
S70,Within 100km,S133,31.41 km
S70,Within 100km,S134,45.08 km
S70,Within 100km,S136,59.89 km
S70,Within 100km,S137,89.74 km
S70,Within 100km,S139,56.80 km
S70,Within 100km,S140,55.90 km
S70,Within 100km,S141,79.97 km
S70,Within 100km,S143,53.98 km
S70,Within 100km,S144,68.05 km
S70,Within 100km,S36,83.28 km
S70,Within 100km,S71,6.86 km
S70,Within 100km,S72,59.23 km
S70,Within 100km,S73,35.18 km
S70,Within 100km,S74,20.53 km
S70,Within 100km,S75,13.37 km
S70,Within 100km,S76,50.73 km
S70,Within 100km,S77,33.14 km
S70,Within 100km,S78,50.02 km
S70,Within 100km,S79,67.49 km
S70,Within 100km,S80,62.38 km
S70,Within 100km,S81,76.28 km
S70,Within 100km,S82,42.95 km
S70,Within 100km,S83,42.70 km
S70,Within 100km,S84,83.79 km
S70,Within 100km,S85,54.97 km
S70,Within 100km,S86,73.11 km
S70,Within 100km,S87,43.88 km
S70,Within 100km,S88,20.99 km
S70,Within 100km,S89,4.50 km
S70,Within 100km,S90,40.81 km
S70,Within 100km,S91,50.64 km
S70,Within 100km,S92,52.50 km
S70,Within 100km,S93,41.55 km
S70,Within 100km,S94,73.61 km
S70,Within 100km,S95,78.00 km
S70,Within 100km,S96,69.82 km
S70,Within 100km,S97,54.94 km
S70,Within 100km,S98,98.10 km
S70,Within 50km,S133,31.41 km
S70,Within 50km,S134,45.08 km
S70,Within 50km,S71,6.86 km
S70,Within 50km,S73,35.18 km
S70,Within 50km,S74,20.53 km
S70,Within 50km,S75,13.37 km
S70,Within 50km,S77,33.14 km
S70,Within 50km,S82,42.95 km
S70,Within 50km,S83,42.70 km
S70,Within 50km,S87,43.88 km
S70,Within 50km,S88,20.99 km
S70,Within 50km,S89,4.50 km
S70,Within 50km,S90,40.81 km
S70,Within 50km,S93,41.55 km
S71,Within +/- 100m Elevation,S130,25.00 m
S71,Within +/- 100m Elevation,S186,13.00 m
S71,Within +/- 100m Elevation,S28,72.00 m
S71,Within +/- 100m Elevation,S70,86.00 m
S71,Within +/- 100m Elevation,S83,87.00 m
S71,Within 100km,S110,75.09 km
S71,Within 100km,S112,86.46 km
S71,Within 100km,S118,83.20 km
S71,Within 100km,S119,66.59 km
S71,Within 100km,S120,73.58 km
S71,Within 100km,S121,91.53 km
S71,Within 100km,S122,94.00 km
S71,Within 100km,S125,94.66 km
S71,Within 100km,S126,64.54 km
S71,Within 100km,S127,54.39 km
S71,Within 100km,S128,50.95 km
S71,Within 100km,S129,88.51 km
S71,Within 100km,S130,57.77 km
S71,Within 100km,S132,60.01 km
S71,Within 100km,S133,34.20 km
S71,Within 100km,S134,41.18 km
S71,Within 100km,S136,59.19 km
S71,Within 100km,S137,84.99 km
S71,Within 100km,S139,52.61 km
S71,Within 100km,S140,52.10 km
S71,Within 100km,S141,76.42 km
S71,Within 100km,S143,58.72 km
S71,Within 100km,S144,65.54 km
S71,Within 100km,S36,80.07 km
S71,Within 100km,S70,6.86 km
S71,Within 100km,S72,53.44 km
S71,Within 100km,S73,29.34 km
S71,Within 100km,S74,13.76 km
S71,Within 100km,S75,19.54 km
S71,Within 100km,S76,44.59 km
S71,Within 100km,S77,39.77 km
S71,Within 100km,S78,56.66 km
S71,Within 100km,S79,62.78 km
S71,Within 100km,S80,57.15 km
S71,Within 100km,S81,69.61 km
S71,Within 100km,S82,37.89 km
S71,Within 100km,S83,38.01 km
S71,Within 100km,S84,78.44 km
S71,Within 100km,S85,48.17 km
S71,Within 100km,S86,67.23 km
S71,Within 100km,S87,50.71 km
S71,Within 100km,S88,27.42 km
S71,Within 100km,S89,10.97 km
S71,Within 100km,S90,34.51 km
S71,Within 100km,S91,44.03 km
S71,Within 100km,S92,45.77 km
S71,Within 100km,S93,34.86 km
S71,Within 100km,S94,68.16 km
S71,Within 100km,S95,71.14 km
